Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Sexo del infractor;Periodo;Total
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Total;2015;2.733
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Total;2014;2.495
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Total;2013;2.009
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Hombres;2023;1.788
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Hombres;2022;1.935
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Hombres;2021;2.016
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Hombres;2020;1.698
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Hombres;2019;2.494
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Hombres;2018;2.665
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Hombres;2017;2.550
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Hombres;2016;2.527
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Hombres;2015;2.326
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Hombres;2014;2.123
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Hombres;2013;1.763
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Mujeres;2023;403
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Mujeres;2022;408
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Mujeres;2021;431
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Mujeres;2020;366
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Mujeres;2019;442
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Mujeres;2018;496
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Mujeres;2017;471
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Mujeres;2016;473
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Mujeres;2015;407
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Mujeres;2014;372
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;Mujeres;2013;246
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Total;2023;1.531
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Total;2022;2.077
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Total;2021;2.191
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Total;2020;1.721
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Total;2019;2.278
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Total;2018;2.244
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Total;2017;2.158
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Total;2016;1.970
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Total;2015;1.575
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Total;2014;1.542
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Total;2013;1.292
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Hombres;2023;1.201
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Hombres;2022;1.616
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Hombres;2021;1.735
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Hombres;2020;1.356
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Hombres;2019;1.834
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Hombres;2018;1.783
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Hombres;2017;1.733
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Hombres;2016;1.576
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Hombres;2015;1.229
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Hombres;2014;1.210
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Hombres;2013;1.034
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Mujeres;2023;330
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Mujeres;2022;461
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Mujeres;2021;456
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Mujeres;2020;365
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Mujeres;2019;444
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Mujeres;2018;461
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Mujeres;2017;425
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Mujeres;2016;394
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Mujeres;2015;346
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Mujeres;2014;332
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;Mujeres;2013;258
A Delitos;17 Contra la seguridad colectiva;;;Total;2023;111.299
A Delitos;17 Contra la seguridad colectiva;;;Total;2022;120.682
A Delitos;17 Contra la seguridad colectiva;;;Total;2021;110.186
A Delitos;17 Contra la seguridad colectiva;;;Total;2020;80.054
A Delitos;17 Contra la seguridad colectiva;;;Total;2019;103.257
A Delitos;17 Contra la seguridad colectiva;;;Total;2018;100.484
A Delitos;17 Contra la seguridad colectiva;;;Total;2017;98.021
A Delitos;17 Contra la seguridad colectiva;;;Total;2016;99.174
A Delitos;17 Contra la seguridad colectiva;;;Total;2015;102.164
A Delitos;17 Contra la seguridad colectiva;;;Total;2014;109.815
A Delitos;17 Contra la seguridad colectiva;;;Total;2013;114.951
A Delitos;17 Contra la seguridad colectiva;;;Hombres;2023;98.463
A Delitos;17 Contra la seguridad colectiva;;;Hombres;2022;106.907
A Delitos;17 Contra la seguridad colectiva;;;Hombres;2021;98.302
A Delitos;17 Contra la seguridad colectiva;;;Hombres;2020;71.604
A Delitos;17 Contra la seguridad colectiva;;;Hombres;2019;92.231
A Delitos;17 Contra la seguridad colectiva;;;Hombres;2018;90.008
A Delitos;17 Contra la seguridad colectiva;;;Hombres;2017;87.762
A Delitos;17 Contra la seguridad colectiva;;;Hombres;2016;89.087
A Delitos;17 Contra la seguridad colectiva;;;Hombres;2015;92.271
A Delitos;17 Contra la seguridad colectiva;;;Hombres;2014;99.323
A Delitos;17 Contra la seguridad colectiva;;;Hombres;2013;104.587
A Delitos;17 Contra la seguridad colectiva;;;Mujeres;2023;12.836
A Delitos;17 Contra la seguridad colectiva;;;Mujeres;2022;13.775
A Delitos;17 Contra la seguridad colectiva;;;Mujeres;2021;11.884
A Delitos;17 Contra la seguridad colectiva;;;Mujeres;2020;8.450
A Delitos;17 Contra la seguridad colectiva;;;Mujeres;2019;11.026
A Delitos;17 Contra la seguridad colectiva;;;Mujeres;2018;10.476
A Delitos;17 Contra la seguridad colectiva;;;Mujeres;2017;10.259
A Delitos;17 Contra la seguridad colectiva;;;Mujeres;2016;10.087
A Delitos;17 Contra la seguridad colectiva;;;Mujeres;2015;9.893
A Delitos;17 Contra la seguridad colectiva;;;Mujeres;2014;10.492
A Delitos;17 Contra la seguridad colectiva;;;Mujeres;2013;10.364
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Total;2023;11.941
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Total;2022;13.094
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Total;2021;12.531
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Total;2020;9.332
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Total;2019;11.567
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Total;2018;11.087
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Total;2017;11.527
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Total;2016;11.996
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Total;2015;12.415
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Total;2014;12.851
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Total;2013;13.441
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Hombres;2023;10.202
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Hombres;2022;11.382
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Hombres;2021;10.873
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Hombres;2020;8.057
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Hombres;2019;9.872
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Hombres;2018;9.525
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Hombres;2017;9.911
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Hombres;2016;10.462
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Hombres;2015;10.733
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Hombres;2014;11.119
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Hombres;2013;11.711
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Mujeres;2023;1.739
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Mujeres;2022;1.712
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Mujeres;2021;1.658
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Mujeres;2020;1.275
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Mujeres;2019;1.695
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Mujeres;2018;1.562
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Mujeres;2017;1.616
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Mujeres;2016;1.534
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Mujeres;2015;1.682
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Mujeres;2014;1.732
A Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;Mujeres;2013;1.730
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Total;2023;99.181
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Total;2022;107.396
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Total;2021;97.431
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Total;2020;70.540
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Total;2019;91.413
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Total;2018;89.144
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Total;2017;86.200
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Total;2016;86.879
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Total;2015;89.445
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Total;2014;96.698
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Total;2013;101.271
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Hombres;2023;88.105
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Hombres;2022;95.345
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Hombres;2021;87.230
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Hombres;2020;63.390
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Hombres;2019;82.108
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Hombres;2018;80.248
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Hombres;2017;77.589
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Hombres;2016;78.353
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Hombres;2015;81.253
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Hombres;2014;87.960
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Hombres;2013;92.683
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Mujeres;2023;11.076
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Mujeres;2022;12.051
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Mujeres;2021;10.201
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Mujeres;2020;7.150
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Mujeres;2019;9.305
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Mujeres;2018;8.896
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Mujeres;2017;8.611
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Mujeres;2016;8.526
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Mujeres;2015;8.192
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Mujeres;2014;8.738
A Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;Mujeres;2013;8.588
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Total;2023;177
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Total;2022;192
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Total;2021;224
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Total;2020;182
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Total;2019;277
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Total;2018;253
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Total;2017;294
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Total;2016;299
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Total;2015;304
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Total;2014;266
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Total;2013;239
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Hombres;2023;156
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Hombres;2022;180
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Hombres;2021;199
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Hombres;2020;157
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Hombres;2019;251
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Hombres;2018;235
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Hombres;2017;262
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Hombres;2016;272
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Hombres;2015;285
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Hombres;2014;244
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Hombres;2013;193
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Mujeres;2023;21
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Mujeres;2022;12
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Mujeres;2021;25
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Mujeres;2020;25
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Mujeres;2019;26
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Mujeres;2018;18
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Mujeres;2017;32
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Mujeres;2016;27
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Mujeres;2015;19
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Mujeres;2014;22
A Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;Mujeres;2013;46
A Delitos;18 Falsedades;;;Total;2023;6.040
A Delitos;18 Falsedades;;;Total;2022;7.292
A Delitos;18 Falsedades;;;Total;2021;7.576
A Delitos;18 Falsedades;;;Total;2020;5.651
A Delitos;18 Falsedades;;;Total;2019;8.757
A Delitos;18 Falsedades;;;Total;2018;8.499
A Delitos;18 Falsedades;;;Total;2017;7.783
A Delitos;18 Falsedades;;;Total;2016;7.921
A Delitos;18 Falsedades;;;Total;2015;7.453
A Delitos;18 Falsedades;;;Total;2014;7.376
A Delitos;18 Falsedades;;;Total;2013;6.770
A Delitos;18 Falsedades;;;Hombres;2023;4.890
A Delitos;18 Falsedades;;;Hombres;2022;5.742
A Delitos;18 Falsedades;;;Hombres;2021;5.986
A Delitos;18 Falsedades;;;Hombres;2020;4.578
A Delitos;18 Falsedades;;;Hombres;2019;6.921
A Delitos;18 Falsedades;;;Hombres;2018;6.800
A Delitos;18 Falsedades;;;Hombres;2017;6.295
A Delitos;18 Falsedades;;;Hombres;2016;6.448
A Delitos;18 Falsedades;;;Hombres;2015;6.192
A Delitos;18 Falsedades;;;Hombres;2014;6.099
A Delitos;18 Falsedades;;;Hombres;2013;5.646
A Delitos;18 Falsedades;;;Mujeres;2023;1.150
A Delitos;18 Falsedades;;;Mujeres;2022;1.550
A Delitos;18 Falsedades;;;Mujeres;2021;1.590
A Delitos;18 Falsedades;;;Mujeres;2020;1.073
A Delitos;18 Falsedades;;;Mujeres;2019;1.836
A Delitos;18 Falsedades;;;Mujeres;2018;1.699
A Delitos;18 Falsedades;;;Mujeres;2017;1.488
A Delitos;18 Falsedades;;;Mujeres;2016;1.473
A Delitos;18 Falsedades;;;Mujeres;2015;1.261
A Delitos;18 Falsedades;;;Mujeres;2014;1.277
A Delitos;18 Falsedades;;;Mujeres;2013;1.124
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Total;2023;5.721
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Total;2022;6.920
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Total;2021;7.181
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Total;2020;5.339
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Total;2019;8.386
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Total;2018;8.100
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Total;2017;7.342
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Total;2016;7.577
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Total;2015;7.093
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Total;2014;7.017
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Total;2013;6.382
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Hombres;2023;4.648
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Hombres;2022;5.459
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Hombres;2021;5.677
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Hombres;2020;4.326
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Hombres;2019;6.630
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Hombres;2018;6.487
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Hombres;2017;5.962
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Hombres;2016;6.187
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Hombres;2015;5.897
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Hombres;2014;5.801
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Hombres;2013;5.331
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Mujeres;2023;1.073
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Mujeres;2022;1.461
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Mujeres;2021;1.504
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Mujeres;2020;1.013
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Mujeres;2019;1.756
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Mujeres;2018;1.613
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Mujeres;2017;1.380
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Mujeres;2016;1.390
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Mujeres;2015;1.196
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Mujeres;2014;1.216
A Delitos;18 Falsedades;18.2 Falsedades documentales;;Mujeres;2013;1.051
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Total;2023;5.221
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Total;2022;6.169
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Total;2021;6.327
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Total;2020;4.760
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Total;2019;7.596
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Total;2018;7.302
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Total;2017;6.625
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Total;2016;6.770
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Total;2015;6.501
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Total;2014;6.342
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Total;2013;5.810
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Hombres;2023;4.240
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Hombres;2022;4.859
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Hombres;2021;5.015
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Hombres;2020;3.875
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Hombres;2019;6.034
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Hombres;2018;5.875
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Hombres;2017;5.409
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Hombres;2016;5.562
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Hombres;2015;5.428
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Hombres;2014;5.290
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Hombres;2013;4.872
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Mujeres;2023;981
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Mujeres;2022;1.310
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Mujeres;2021;1.312
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Mujeres;2020;885
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Mujeres;2019;1.562
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Mujeres;2018;1.427
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Mujeres;2017;1.216
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Mujeres;2016;1.208
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Mujeres;2015;1.073
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Mujeres;2014;1.052
A Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;Mujeres;2013;938
